CustomerID,Recency,Frequency,Monetary
12590.0,211,1,429.3
12591.0,317,1,290.9999999999999
12592.0,92,2,350.6
12593.0,108,3,382.09999999999997
12594.0,46,7,2438.1499999999987
12596.0,51,2,209.19000000000005
12597.0,19,4,2387.4299999999994
12598.0,9,7,1851.7299999999993
12599.0,29,7,466.29999999999984
12600.0,28,9,1939.8199999999997
12601.0,189,5,336.71
12602.0,58,1,129.22000000000003
12604.0,79,2,150.97999999999996
12607.0,60,1,1215.4599999999998
12609.0,78,3,821.8100000000002
12610.0,22,4,1178.1400000000003
12611.0,52,1,817.0600000000002
12612.0,74,1,558.0000000000001
12613.0,57,4,2495.9199999999987
12614.0,277,1,265.85
12615.0,2,4,1560.7300000000005
12616.0,95,2,561.7000000000002
12617.0,29,1,333.08000000000015
12618.0,21,1,116.31
12619.0,16,7,506.30000000000007
12620.0,14,3,1003.1799999999998
12621.0,1,19,6626.340000000004
12622.0,232,1,123.85
12623.0,276,1,258.6
12624.0,106,2,499.98
12625.0,211,2,908.28
12626.0,23,9,4127.930000000002
12627.0,10,6,3570.6600000000017
12628.0,4,3,564.9599999999999
12630.0,9,2,875.5000000000002
12631.0,57,1,386.10000000000014
12633.0,58,4,1332.06
12635.0,89,2,1336.3899999999996
12637.0,67,8,5083.7800000000025
12638.0,33,1,351.8500000000001
12639.0,238,1,311.2
12640.0,24,2,648.1700000000001
12641.0,115,1,115.7
12642.0,25,3,438.24999999999994
12643.0,220,1,2.0
12644.0,129,1,360.72
12645.0,33,4,1002.74
12646.0,4,2,594.8
12647.0,22,12,1392.6699999999996
12648.0,154,1,255.3
12649.0,107,3,395.69
12650.0,3,1,132.52000000000004
12651.0,334,1,114.00000000000003
12652.0,331,1,655.5999999999999
12653.0,148,2,671.81
12654.0,10,5,499.33000000000004
12656.0,17,5,1839.4499999999994
12657.0,11,3,602.0
12658.0,18,1,468.5
12659.0,29,1,30.0
12660.0,11,1,203.7
12662.0,0,11,3333.7099999999978
12664.0,87,3,108.0
12665.0,324,1,15.0
12667.0,58,1,344.7700000000001
12668.0,11,4,2534.359999999999
12669.0,150,2,1161.9399999999998
12670.0,10,5,1602.6699999999998
12672.0,329,1,225.9
12673.0,5,2,538.22
12674.0,38,4,1068.8000000000002
12676.0,24,6,763.01
12678.0,42,8,695.9599999999999
12679.0,283,1,609.8599999999999
12680.0,0,4,723.05
12681.0,14,21,8048.159999999999
12682.0,3,30,8466.020000000013
12683.0,4,14,3914.85
12684.0,7,6,945.3899999999999
12685.0,28,6,2336.369999999999
12686.0,371,1,40.9
12688.0,113,1,1793.4199999999998
12689.0,25,2,927.5700000000002
12690.0,205,1,265.10999999999996
12691.0,58,4,510.80000000000007
12693.0,127,4,549.41
12694.0,70,2,270.49999999999994
12695.0,7,4,533.3000000000001
12697.0,28,3,560.5500000000001
12700.0,7,4,3418.2400000000025
12701.0,79,2,530.83
12702.0,19,1,201.0
12703.0,71,1,265.54999999999995
12704.0,7,7,1108.5599999999997
12705.0,15,8,4815.640000000005
12707.0,291,1,433.4200000000001
12708.0,29,10,2030.3000000000004
12709.0,15,14,3535.5899999999992
12710.0,96,3,807.46
12712.0,28,13,3078.8299999999986
12713.0,0,1,545.97
12714.0,9,5,3490.889999999996
12715.0,106,1,256.4
12716.0,3,2,822.31
12717.0,151,2,739.47
12718.0,71,1,168.43
12719.0,5,2,443.34999999999997
12720.0,2,23,3777.8299999999995
12721.0,31,6,1726.7699999999988
12722.0,85,3,680.08
12723.0,3,4,499.6900000000001
12724.0,5,4,903.0099999999999
12725.0,371,1,356.2
12726.0,28,7,794.2199999999999
12727.0,10,6,1918.9999999999998
12728.0,71,4,544.0299999999999
12729.0,113,1,357.0500000000001
12731.0,23,10,4439.130000000002
12732.0,179,1,178.26000000000005
12733.0,234,1,276.85
12734.0,352,1,16.8
12735.0,315,2,324.24999999999994
12738.0,372,1,57.599999999999994
12739.0,99,1,436.73999999999995
12740.0,63,1,323.7999999999999
12743.0,134,2,408.7899999999998
12744.0,56,4,4261.08
12747.0,2,11,1731.8899999999996
12748.0,0,193,18877.92000000014
12749.0,3,5,2715.2199999999993
12750.0,128,1,186.48
12752.0,81,1,171.5
12753.0,135,4,551.1700000000001
12754.0,277,2,61.62000000000003
12755.0,280,1,7.6
12757.0,15,7,3167.4000000000037
12758.0,116,2,1261.35
12759.0,52,3,1190.2900000000004
12762.0,7,2,1033.4000000000003
12763.0,369,1,250.48000000000002
12764.0,316,1,971.48
12766.0,3,7,5425.240000000002
12769.0,238,1,523.4399999999999
12772.0,59,1,512.1199999999999
12775.0,17,5,649.6200000000001
12778.0,19,6,337.09
12779.0,37,8,1817.8700000000003
12781.0,63,2,210.3
12782.0,4,5,1653.6100000000006
12783.0,2,4,1107.3600000000001
12784.0,15,1,380.16999999999985
12785.0,364,1,239.0
12787.0,9,3,243.70000000000002
12790.0,192,1,195.16
12792.0,256,1,319.09000000000003
12793.0,334,2,395.48
12794.0,53,2,671.9699999999999
12795.0,18,1,192.33
12797.0,365,1,196.05
12802.0,186,1,297.02000000000004
12808.0,36,3,445.70000000000016
12809.0,177,1,303.51000000000005
12811.0,261,2,416.55000000000007
12812.0,44,1,190.03999999999996
12815.0,147,2,735.9599999999999
12816.0,95,2,361.3
12817.0,281,1,86.44
12818.0,261,1,135.60000000000002
12820.0,3,4,824.14
12821.0,214,1,60.120000000000005
12822.0,70,2,696.0600000000001
12824.0,59,1,397.11999999999995
12826.0,2,7,1325.9799999999993
12827.0,5,3,430.15
12828.0,2,6,857.8000000000003
12829.0,336,2,60.3
12831.0,262,1,124.75
12832.0,32,2,383.03000000000003
12833.0,145,1,312.85
12834.0,282,1,312.38
12836.0,59,4,1713.81
12837.0,173,1,74.65000000000002
12838.0,33,2,591.4999999999997
12839.0,2,14,4560.810000000004
12840.0,143,4,2562.609999999999
12841.0,4,25,2976.5199999999995
12842.0,70,2,374.77
12843.0,159,6,1399.4399999999998
12844.0,29,2,325.9599999999999
12845.0,268,2,54.79
12847.0,22,1,423.97
12849.0,31,2,592.18
12851.0,96,1,104.90999999999998
12852.0,294,1,216.14999999999998
12853.0,134,6,1303.9999999999998
12854.0,78,3,1065.3400000000001
12855.0,372,1,38.1
12856.0,7,6,1867.1500000000008
12857.0,210,2,831.1500000000004
12863.0,52,1,74.4
12864.0,138,1,10.2
12865.0,26,2,1272.6
12866.0,283,1,376.72
12867.0,26,7,3280.2599999999975
12868.0,185,6,1461.9900000000005
12871.0,84,2,115.44
12872.0,326,2,507.1199999999997
12876.0,57,2,848.8199999999998
12877.0,3,12,1279.8700000000006
12878.0,236,2,601.79
12879.0,91,1,79.30000000000001
12881.0,275,1,69.0
12882.0,9,2,995.4
12883.0,24,4,583.7900000000002
12884.0,88,1,139.05
12885.0,63,3,839.8199999999995
12886.0,67,2,1053.54
12888.0,255,1,25.200000000000003
12890.0,24,1,329.3799999999999
12893.0,30,1,176.55
12895.0,42,2,308.65
12897.0,204,1,29.700000000000003
12901.0,10,12,664.8300000000002
12902.0,264,1,87.78
12904.0,18,2,338.2099999999999
12906.0,11,4,561.8400000000001
12909.0,39,5,905.9100000000001
12910.0,23,7,1047.82
12912.0,8,3,344.34000000000003
12913.0,4,5,857.5700000000003
12915.0,148,2,216.95000000000005
12916.0,138,4,1703.9
12919.0,8,6,930.6099999999999
12920.0,17,1,93.84000000000002
12921.0,9,37,11144.540000000012
12922.0,161,1,332.9
12923.0,64,1,152.92
12924.0,88,4,531.19
12925.0,4,2,553.51
12928.0,35,5,1465.8999999999999
12929.0,311,1,70.95000000000002
12930.0,78,2,349.29
12931.0,67,2,48.16
12933.0,24,3,481.66999999999985
12935.0,2,7,1491.97
12936.0,17,3,699.7400000000002
12937.0,15,4,1164.7800000000009
12938.0,25,1,93.26
12940.0,54,2,627.3100000000001
12942.0,131,3,512.5999999999998
12944.0,35,2,439.40999999999997
12945.0,288,1,280.15000000000003
12947.0,143,5,1139.7500000000002
12948.0,16,7,1834.3999999999999
12949.0,30,8,3090.32
12950.0,8,2,243.4
12951.0,8,6,948.2200000000003
12952.0,5,4,1116.3999999999999
12953.0,9,1,274.95
12955.0,1,11,1915.3000000000002
12956.0,306,1,82.62
12957.0,9,8,3188.8399999999997
12962.0,7,2,240.89000000000001
12963.0,8,8,1638.6799999999998
12965.0,89,1,622.1599999999997
12966.0,9,1,147.68
12967.0,358,2,379.6
12968.0,112,1,30.0
12970.0,7,4,331.64999999999975
12971.0,3,70,4187.569999999997
12974.0,197,1,124.85000000000001
12976.0,211,1,272.1
12977.0,156,1,10.74
12981.0,29,2,359.02
12982.0,242,1,376.49999999999994
12984.0,18,1,97.5
12985.0,0,2,888.0799999999999
12987.0,73,2,348.35
12988.0,292,1,301.1699999999999
12989.0,8,8,768.19
12990.0,31,3,351.00000000000006
12991.0,23,2,363.76000000000005
12993.0,23,4,407.79999999999995
12994.0,4,3,795.0600000000001
12997.0,22,4,798.2500000000001
12999.0,205,2,222.7799999999999
13000.0,259,2,408.50000000000006
13001.0,4,13,4339.679999999999
13002.0,318,1,110.99999999999999
13003.0,214,1,59.050000000000004
13004.0,11,18,4738.7699999999995
13005.0,173,2,279.20000000000005
13006.0,56,1,31.8
13008.0,323,1,180.75
13011.0,372,1,50.550000000000004
13012.0,9,8,1381.8300000000008
13013.0,1,13,3725.7999999999984
13014.0,10,9,1617.8299999999995
13015.0,53,5,2411.5300000000016
13016.0,73,3,542.78
13018.0,16,27,5835.619999999997
13021.0,4,9,1880.7400000000002
13023.0,64,2,558.78
13026.0,1,4,83.16
13028.0,22,2,435.6
13029.0,30,2,116.5
13030.0,11,2,552.16
13032.0,52,2,909.1799999999997
13033.0,357,1,190.54999999999998
13034.0,54,2,591.8199999999999
13035.0,73,2,295.2
13037.0,138,3,758.1700000000001
13038.0,80,3,471.46
13040.0,8,2,646.6300000000001
13043.0,273,1,139.7
13044.0,291,1,224.92
13045.0,99,1,281.58
13046.0,30,2,441.54999999999995
13047.0,31,10,2607.1600000000003
13048.0,14,4,1735.0499999999995
13049.0,64,2,240.0
13050.0,14,17,4577.040000000001
13052.0,212,1,248.85
13055.0,78,3,947.76
13058.0,58,2,137.7
13059.0,249,1,85.65000000000002
13060.0,253,1,246.33000000000004
13061.0,72,1,228.21
13062.0,191,1,81.6
13064.0,12,4,895.12
13065.0,373,1,154.31
13066.0,24,2,327.15000000000003
13067.0,82,1,115.46000000000002
13069.0,0,24,3138.1199999999976
13070.0,192,1,228.8
13072.0,266,1,142.35000000000002
13075.0,129,1,258.81
13077.0,1,4,486.33999999999975
13078.0,3,26,5630.09
13079.0,21,4,190.09999999999997
13080.0,179,1,25.2
13081.0,11,10,13292.210000000014
13082.0,126,8,918.3999999999999
13083.0,4,2,217.07999999999998
13085.0,157,2,281.28
13089.0,4,80,26893.140000000047
13090.0,8,12,1752.2500000000002
13091.0,28,1,166.11999999999998
13092.0,211,4,236.85000000000002
13093.0,275,8,2563.370000000001
13094.0,205,2,106.2
13095.0,70,1,32.4
13097.0,32,10,3964.559999999998
13098.0,1,27,8338.799999999996
13101.0,234,1,49.900000000000006
13102.0,1,24,4098.810000000005
13103.0,39,1,141.94
13104.0,3,4,233.28
13106.0,133,1,76.5
13107.0,44,4,783.2400000000001
13108.0,372,1,40.099999999999994
13109.0,59,2,686.94
13110.0,31,7,1260.7200000000007
13113.0,0,24,2595.27
13115.0,11,4,1842.4000000000008
13116.0,138,1,288.89000000000004
13117.0,21,8,771.9999999999997
13118.0,19,5,1125.9599999999991
13120.0,238,1,30.599999999999998
13121.0,269,1,268.6099999999999
13122.0,240,1,795.4200000000001
13124.0,89,3,2387.7900000000004
13126.0,4,8,1374.7900000000004
13127.0,77,1,259.16999999999996
13130.0,94,1,64.0
13131.0,23,3,574.6
13132.0,261,1,60.3
13133.0,273,2,79.94999999999999
13134.0,85,4,1336.2200000000005
13136.0,56,5,2266.309999999999
13137.0,10,8,3509.8199999999997
13138.0,22,6,952.31
13139.0,16,7,2757.9800000000014
13140.0,108,3,396.97
13141.0,84,5,2100.83
13142.0,19,1,205.42
13144.0,332,1,47.2
13145.0,91,1,60.0
13146.0,26,1,198.25
13148.0,29,11,2689.9700000000003
13149.0,14,4,1085.3199999999997
13151.0,295,1,836.8699999999998
13153.0,5,1,131.10000000000002
13155.0,33,4,812.46
13157.0,49,4,1338.1199999999997
13158.0,94,4,1150.3000000000004
13159.0,8,4,1212.2500000000005
13160.0,22,1,56.99999999999999
13161.0,313,1,95.75
13162.0,122,4,769.7500000000001
13165.0,46,2,128.96
13166.0,283,1,376.9
13167.0,18,4,488.5200000000001
13168.0,36,4,1074.94
13169.0,63,2,115.10000000000001
13170.0,26,1,101.97000000000001
13171.0,21,3,251.04
13173.0,4,2,273.46000000000004
13174.0,16,3,2148.4999999999995
13176.0,46,1,322.16
13177.0,64,1,282.45
13178.0,26,11,4352.490000000002
13182.0,45,1,68.68
13183.0,7,9,995.8499999999998
13184.0,14,9,1090.3799999999997
13185.0,267,1,71.4
13186.0,39,3,1389.0400000000002
13187.0,337,1,177.86999999999995
13189.0,18,2,78.72
13192.0,95,2,802.2600000000002
13193.0,61,1,95.13
13194.0,135,1,60.7
13196.0,11,4,1474.8300000000002
13198.0,10,6,2776.2499999999986
13199.0,7,14,1089.62
13200.0,19,4,575.4100000000002
13203.0,9,4,568.6400000000002
13207.0,15,2,210.42000000000002
13208.0,58,6,1105.3999999999999
13209.0,30,7,4373.4800000000005
13210.0,93,1,277.4
13211.0,10,3,347.3400000000001
13212.0,19,3,584.6299999999997
13213.0,56,5,1135.1399999999999
13216.0,267,1,10.5
13217.0,122,1,52.02
13218.0,127,1,49.8
13220.0,78,3,307.74000000000007
13221.0,240,2,578.6599999999999
13223.0,200,1,62.4
13224.0,60,2,1695.96
13226.0,273,1,78.55
13227.0,201,1,196.5
13229.0,225,1,139.04999999999998
13230.0,4,14,2190.439999999999
13232.0,12,7,971.7700000000006
13233.0,74,2,240.56
13235.0,212,1,857.3699999999999
13236.0,24,2,356.9500000000001
13238.0,23,3,493.6800000000002
13239.0,261,1,257.32
13240.0,96,4,602.7800000000002
13242.0,112,3,270.40000000000003
13243.0,203,1,480.02000000000004
13244.0,92,1,94.79
13245.0,50,1,209.45
13246.0,18,5,746.0800000000004
13247.0,17,4,414.72
13248.0,124,2,393.7099999999999
13249.0,93,1,115.23000000000002
13253.0,156,2,217.92000000000004
13255.0,9,2,199.36
13258.0,11,3,533.2300000000001
13259.0,61,1,249.18000000000006
13260.0,61,1,82.32
13261.0,268,2,670.5
13262.0,263,1,88.37
13263.0,1,34,6584.9499999999725
13265.0,53,5,839.8199999999996
13266.0,11,12,1906.8799999999997
13267.0,2,19,3481.41
13268.0,17,10,2432.2599999999998
13269.0,1,15,3646.810000000005
13271.0,37,1,211.48999999999992
13272.0,31,2,171.10000000000002
13273.0,113,1,123.28999999999999
13276.0,63,2,448.8800000000001
13277.0,15,3,159.4
13278.0,40,1,404.0
13279.0,78,1,128.39
13280.0,122,3,700.02
13282.0,18,3,900.04
13283.0,59,2,89.1
13284.0,330,1,135.54
13285.0,23,4,2399.52
13291.0,155,1,236.65
13292.0,38,2,368.76999999999987
13294.0,189,2,726.99
13295.0,359,1,184.2
13296.0,137,1,32.4
13297.0,7,4,1397.93
13299.0,268,1,82.80000000000001
13300.0,169,1,335.89000000000004
13301.0,103,4,485.6899999999999
13304.0,351,1,253.79
13305.0,4,10,1211.5299999999997
13307.0,120,1,15.0
13308.0,22,3,899.2299999999998
13309.0,7,5,1130.04
13310.0,28,3,960.2300000000001
13311.0,4,2,213.25
13313.0,22,5,1414.5199999999995
13314.0,1,3,601.4100000000001
13316.0,37,3,137.39
13317.0,66,6,1920.3699999999992
13318.0,1,3,322.47999999999996
13319.0,5,26,8634.529999999997
13320.0,78,4,1444.9000000000003
13321.0,86,1,197.84
13322.0,17,1,171.98
13323.0,3,5,583.85
13324.0,36,4,390.15
13325.0,81,1,450.3
13327.0,38,8,2484.5699999999993
13328.0,316,1,165.60000000000002
13329.0,31,2,192.78
13330.0,92,3,974.9399999999997
13332.0,14,1,328.32
13334.0,82,3,2961.1099999999974
13336.0,77,1,643.1800000000001
13338.0,157,1,158.55
13339.0,200,1,660.1600000000001
13340.0,45,6,1493.2800000000002
13341.0,260,1,590.3499999999999
13343.0,177,1,280.84999999999997
13344.0,67,3,1670.93
13345.0,287,1,299.69999999999993
13348.0,64,1,233.76
13349.0,10,1,142.12
13350.0,16,2,419.07000000000005
13351.0,66,1,293.94000000000005
13352.0,60,1,301.3
13354.0,71,1,661.8100000000003
13355.0,122,1,531.9000000000001
13356.0,80,1,572.5899999999999
13357.0,257,1,491.59999999999985
13358.0,268,1,318.57000000000005
13359.0,63,1,389.55999999999995
13362.0,9,4,2677.0999999999985
13363.0,17,2,744.4699999999999
13364.0,71,1,134.96
13365.0,33,2,1621.3100000000004
13368.0,256,2,459.1
13369.0,365,1,172.70000000000002
13370.0,371,1,574.75
13372.0,89,1,292.02
13373.0,60,3,2655.4000000000005
13375.0,88,1,566.14
13376.0,99,3,782.95
13379.0,26,3,501.6399999999997
13381.0,31,6,2411.3100000000004
13382.0,280,1,213.04000000000002
13384.0,30,7,2349.7200000000003
13385.0,329,1,373.7900000000001
13388.0,131,2,582.8500000000001
13389.0,11,3,600.5800000000002
13390.0,74,1,165.48000000000002
13394.0,1,8,1614.9000000000005
13395.0,185,1,180.3
13396.0,29,2,728.67
13397.0,72,4,896.0899999999999
13398.0,192,1,360.17
13402.0,127,2,483.31
13403.0,17,1,30.0
13404.0,1,2,188.74
13405.0,74,3,426.851
13408.0,1,46,5456.639999999998
13410.0,24,4,393.94
13411.0,107,1,203.6
13414.0,133,2,172.5
13416.0,43,2,576.5
13417.0,4,2,467.78000000000003
13418.0,11,18,3897.680000000001
13419.0,63,1,152.12
13420.0,149,2,66.6
13421.0,40,2,1386.1399999999999
13422.0,64,1,2122.9599999999996
13425.0,108,3,894.5500000000001
13426.0,0,10,2139.3500000000004
13427.0,19,3,336.0799999999999
13428.0,10,1,184.77999999999997
13429.0,10,4,601.6500000000001
13430.0,18,2,484.25
13431.0,67,2,636.8399999999998
13434.0,74,2,128.64
13435.0,5,7,1237.81
13436.0,1,1,103.04
13437.0,14,7,2315.5399999999995
13439.0,255,1,273.27
13441.0,91,1,195.36
13447.0,23,3,989.0699999999997
13448.0,16,6,2811.2300000000023
13449.0,23,1,255.88000000000002
13450.0,26,6,725.3999999999997
13451.0,26,5,2508.1499999999996
13453.0,165,2,237.78000000000003
13455.0,24,2,663.6400000000002
13456.0,17,5,997.2400000000001
13458.0,7,14,6142.15
13460.0,29,2,99.44
13461.0,38,3,290.20000000000005
13462.0,252,1,151.5
13464.0,58,1,508.2699999999998
13466.0,184,1,187.20000000000005
13467.0,10,2,833.0500000000002
13468.0,1,37,4083.770000000002
13470.0,99,2,165.0
13471.0,1,4,2074.8899999999994
13473.0,60,2,282.38
13474.0,236,1,193.19
13475.0,191,4,1051.88
13476.0,178,2,735.4700000000001
13477.0,37,6,1083.5699999999997
13479.0,200,2,166.35
13481.0,45,5,1612.6999999999996
13482.0,232,1,177.68
13483.0,65,1,80.1
13484.0,241,1,313.79999999999995
13485.0,233,1,287.34000000000003
13486.0,78,3,871.6900000000003
13487.0,57,3,524.0
13488.0,17,13,6124.570000000003
13489.0,157,2,128.64
13491.0,51,10,1021.7
13492.0,136,3,1256.6400000000006
13493.0,287,1,14.850000000000001
13494.0,311,1,275.7
13495.0,7,5,725.59
13496.0,10,2,492.8300000000001
13497.0,282,2,327.65
13499.0,17,5,503.97
13500.0,23,3,926.54
13501.0,288,1,685.7199999999998
13502.0,16,3,203.46
13503.0,71,1,119.45000000000002
13504.0,64,1,239.89999999999998
13505.0,72,4,2683.579999999999
13506.0,316,2,315.25
13507.0,3,4,1879.5300000000007
13508.0,243,1,98.22
13509.0,8,5,341.26
13510.0,1,4,1455.9999999999984
13512.0,260,1,167.31
13513.0,126,1,132.59999999999997
13514.0,73,1,152.20000000000002
13515.0,72,4,727.5599999999998
13516.0,72,2,581.5100000000001
13517.0,59,3,1845.2499999999998
13518.0,85,1,525.36
13519.0,78,1,78.95000000000002
13520.0,58,6,1315.4499999999996
13521.0,1,3,1019.1299999999997
13522.0,30,1,125.80000000000001
13523.0,33,5,2029.6799999999998
13524.0,40,5,520.94
13525.0,14,1,90.0
13527.0,33,7,1712.9099999999999
13529.0,78,2,206.05999999999997
13531.0,205,2,357.70000000000005
13532.0,33,1,169.8099999999999
13533.0,182,3,269.09000000000015
13534.0,2,25,5608.000000000015
13536.0,1,7,2477.71
13538.0,43,7,1280.85
13539.0,85,3,528.5400000000001
13544.0,39,2,254.81000000000003
13546.0,12,3,544.5099999999996
13548.0,96,2,506.3099999999998
13549.0,25,7,767.4499999999999
13551.0,319,1,53.550000000000004
13552.0,66,11,2128.169999999999
13555.0,73,4,1918.3199999999997
13557.0,28,2,335.29999999999995
13558.0,5,4,540.4899999999998
13560.0,7,1,171.42000000000004
13561.0,215,1,39.010000000000005
13562.0,81,3,1634.4499999999987
13563.0,84,2,378.52000000000004
13564.0,354,2,708.3899999999999
13565.0,19,2,210.22000000000008
13566.0,40,2,846.8899999999998
13568.0,173,1,177.10000000000002
13569.0,17,2,300.41999999999996
13570.0,243,1,138.47000000000003
13571.0,12,12,1994.3
13572.0,205,1,505.13
13573.0,50,2,200.96000000000004
13575.0,23,5,683.5099999999999
13576.0,10,15,1145.3999999999999
13577.0,25,4,1654.0999999999988
13579.0,14,2,377.69
13581.0,309,1,96.69999999999999
13583.0,155,1,608.73
13584.0,306,1,75.75
13587.0,63,1,134.4
13588.0,15,9,1622.1900000000005
13589.0,14,2,226.05000000000004
13590.0,11,6,1029.9
13591.0,64,3,789.0
13592.0,35,3,139.58999999999997
